schema_version,snapshot_date,module_api_name,field_label,field_api_name,field_data_type,option_scope,display_value,actual_value,reference_value,option_sequence,sequence_variants,sequence_status,usage_status,default_status,colour_code,option_source,metadata_verification_status
2,2026-08-14,Contacts,Enrich Status,Enrich_Status__s,picklist,module,Available,Available,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Enrich Status,Enrich_Status__s,picklist,module,Enriched,Enriched,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Enrich Status,Enrich_Status__s,picklist,module,Data not found,Data not found,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Advertising,Advertising,,2,2,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Cold Call,Cold Call,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Email Campaign,Email Campaign,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Event,Event,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Facebook,Facebook,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Google Ads,Google Ads,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,In-Person Walk In,Inbound,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Instagram,Instagram,,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,LinkedIn Ads,LinkedIn Ads,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,LinkedIn Outreach,LinkedIn,,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Organic,Organic,,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Referral,Referral,,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Twitter,Twitter,,14,14,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Website,Website,,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,Word Of Mouth,Word Of Mouth,,16,16,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Lead Source,Lead_Source,picklist,module,YouTube,YouTube,,17,17,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,Admin,Admin,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,Billing,Billing,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,Operations,Operations,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,Read-Only,Read-Only,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Portal Role,Portal_Role,picklist,module,Standard,Standard,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,module,Email,Email,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,module,Phone,Phone,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,module,Text,Text,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Preferred Communication Methods,Preferred_Communication_Methods,multiselectpicklist,module,Video Call,Video Call,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Priority,Priority,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Priority,Priority,picklist,module,Low,Low,,2,2,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Priority,Priority,picklist,module,Medium,Medium,,3,3,verified_field_metadata,used,unknown_not_exposed,#f27e22,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Priority,Priority,picklist,module,High,High,,4,4,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Record Status,Record_Status__s,picklist,module,Trash,Trash,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Record Status,Record_Status__s,picklist,module,Available,Available,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Record Status,Record_Status__s,picklist,module,Draft,Draft,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Capt.,Capt.,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Dr.,Dr.,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Hon.,Hon.,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Mr.,Mr.,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Mrs.,Mrs.,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Ms.,Ms.,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Prof.,Prof.,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Rev.,Rev.,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Salutation,Salutation,picklist,module,Sir,Sir,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Consent form,Consent form,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Manual,Manual,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Unsubscribe link,Unsubscribe link,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Contacts,Unsubscribed Mode,Unsubscribed_Mode,picklist,module,Zoho campaigns,Zoho campaigns,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Account Type,Account_Type,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Account Type,Account_Type,picklist,module,Customer,Customer,Customer,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Account Type,Account_Type,picklist,module,Lead,Lead,Lead,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Account Type,Account_Type,picklist,module,Partner,Partner,Partner,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Account Type,Account_Type,picklist,module,Vendor,Vendor,Vendor,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Active Services,Active_Services,multiselectpicklist,module,AI Job Applier,AI Job Applier,AI Job Applier,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Active Services,Active_Services,multiselectpicklist,module,AI Receptionist,AI Receptionist,AI Receptionist,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Active Services,Active_Services,multiselectpicklist,module,Custom App Development,Custom App Development,Custom App Development,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Active Services,Active_Services,multiselectpicklist,module,Customer Support AI,Customer Support AI,Customer Support AI,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Active Services,Active_Services,multiselectpicklist,module,Lead Generation,Lead Generation,Lead Generation,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Enrich Status,Enrich_Status__s,picklist,module,Available,Available,Available,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Enrich Status,Enrich_Status__s,picklist,module,Enriched,Enriched,Enriched,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Enrich Status,Enrich_Status__s,picklist,module,Data not found,Data not found,Data not found,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Agriculture,Agriculture,Agriculture,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Automotive,Automotive,Automotive,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Commercial-Only Plumbing,Commercial-Only Plumbing,Commercial-Only Plumbing,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Construction,Construction,Construction,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Consumer Goods,Consumer Goods,Consumer Goods,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Education,Education,Education,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Energy,Energy,Energy,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Entertainment,Entertainment,Entertainment,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Financial Services,Financial Services,Financial Services,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Government,Government,Government,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Healthcare,Healthcare,Healthcare,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Hospitality,Hospitality,Hospitality,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Insurance,Insurance,Insurance,14,14,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,IT and Software,IT and Software,IT and Software,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Legal Services,Legal Services,Legal Services,16,16,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Manufacturing,Manufacturing,Manufacturing,17,17,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Mixed Plumbing,Mixed Plumbing,Mixed Plumbing,18,18,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Non-Profit,Non-Profit,Non-Profit,19,19,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Other Trade,Other Trade,Other Trade,20,20,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Professional Services,Professional Services,Professional Services,21,21,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Real Estate,Real Estate,Real Estate,22,22,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Residential Plumbing,Residential Plumbing,Residential Plumbing,23,23,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Retail,Retail,Retail,24,24,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Technology,Technology,Technology,25,25,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Telecommunications,Telecommunications,Telecommunications,26,26,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Transportation And Logistics,Transportation And Logistics,Transportation And Logistics,27,27,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Travel And Tourism,Travel and Tourism,Travel And Tourism,28,28,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Industry,Industry,picklist,module,Unknown,Unknown,Unknown,29,29,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Onboarding Status,Onboarding_Status,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Onboarding Status,Onboarding_Status,picklist,module,Not Started,Not Started,Not Started,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Onboarding Status,Onboarding_Status,picklist,module,Submitted,Submitted,Submitted,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Ownership,Ownership,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Ownership,Ownership,picklist,module,Other,Other,Other,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Ownership,Ownership,picklist,module,Private,Private,Private,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Ownership,Ownership,picklist,module,Public,Public,Public,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Ownership,Ownership,picklist,module,Subsidiary,Subsidiary,Subsidiary,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,Acquired,Acquired,Acquired,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,Active,Active,Active,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,Market Failed,Market Failed,Market Failed,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,Project Cancelled,Project Cancelled,Project Cancelled,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Rating,Rating,picklist,module,Shut Down,ShutDown,Shut Down,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Record Status,Record_Status__s,picklist,module,Trash,Trash,Trash,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Record Status,Record_Status__s,picklist,module,Available,Available,Available,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Record Status,Record_Status__s,picklist,module,Draft,Draft,Draft,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Drain Cleaning,Drain Cleaning,Drain Cleaning,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Sewer Service,Sewer Service,Sewer Service,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Leak or Pipe Repair,Leak or Pipe Repair,Leak or Pipe Repair,3,3,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Water Heaters,Water Heaters,Water Heaters,4,4,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Fixtures & Faucets,Fixtures & Faucets,Fixtures & Faucets,5,5,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Sump Pumps,Sump Pumps,Sump Pumps,6,6,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Gas Line Service,Gas Line Service,Gas Line Service,7,7,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Commercial Plumbing,Commercial Plumbing,Commercial Plumbing,8,8,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Services Handled,Services_Handled,multiselectpicklist,layout_standard,Other,Other,Other,9,9,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Advertising,Advertising,Advertising,2,2,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Cold Call,Cold Call,Cold Call,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Email Campaign,Email Campaign,Email Campaign,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Event,Event,Event,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Facebook,Facebook,Facebook,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Google Ads,Google Ads,Google Ads,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,In-Person Walk In,Inbound,In-Person Walk In,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Instagram,Instagram,Instagram,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,LinkedIn Ads,LinkedIn Ads,LinkedIn Ads,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,LinkedIn Outreach,LinkedIn,LinkedIn Outreach,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Organic,Organic,Organic,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Referral,Referral,Referral,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Twitter,Twitter,Twitter,14,14,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Website,Website,Website,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,Word Of Mouth,Word Of Mouth,Word Of Mouth,16,16,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Lead Source,Source_Channel,picklist,module,YouTube,YouTube,YouTube,17,17,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,Active,Active,Active,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,Canceled,Canceled,Canceled,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,Expired,Expired,Expired,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,Past Due,Past Due,Past Due,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Subscription Status,Subscription_Status,picklist,module,Trial,Trial,Trial,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Vertical,Vertical,picklist,module,-None-,-None-,-None-,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Vertical,Vertical,picklist,module,Option 1,Option 1,Option 1,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Accounts,Vertical,Vertical,picklist,module,Option 2,Option 2,Option 2,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Deals,Approved Fallback Destination,Approved_Fallback_Destination,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Fallback Destination,Approved_Fallback_Destination,picklist,layout_standard,Existing Office Line,Existing Office Line,Existing Office Line,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Fallback Destination,Approved_Fallback_Destination,picklist,layout_standard,On-Call Mobile,On-Call Mobile,On-Call Mobile,3,3,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Fallback Destination,Approved_Fallback_Destination,picklist,layout_standard,Voicemail,Voicemail,Voicemail,4,4,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Fallback Destination,Approved_Fallback_Destination,picklist,layout_standard,Other,Other,Other,5,5,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Test Route,Approved_Test_Route,picklist,layout_standard,-None-,-None-,-None-,1,1,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
2,2026-08-14,Deals,Approved Test Route,Approved_Test_Route,picklist,layout_standard,After Hours Only,After Hours Only,After Hours Only,2,2,verified_layout_sequence,used,unknown_not_exposed,,dedicated_picklist_endpoint,verified_live_read_only
