schema_version,snapshot_date,module_api_name,field_label,field_api_name,field_data_type,option_scope,display_value,actual_value,reference_value,option_sequence,sequence_variants,sequence_status,usage_status,default_status,colour_code,option_source,metadata_verification_status
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,Not Audited,Not Audited,,2,2,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,Voicemail / No Answer,Voicemail / No Answer,,3,3,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,IVR,IVR,,4,4,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,Live Staff,Live Staff,,5,5,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,Answering Service,Answering Service,,6,6,verified_field_metadata,used,unknown_not_exposed,#5cb3fd,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,AI Receptionist,AI Receptionist,,7,7,verified_field_metadata,used,unknown_not_exposed,#5d4ffb,field_metadata,verified_live_read_only
2,2026-08-14,Leads,After-Hours Audit Outcome,After_Hours_Audit_Outcome,picklist,module,Mixed,Mixed,,8,8,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Commercial Fit,Budget_Fit,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Commercial Fit,Budget_Fit,picklist,module,Fit,Fit,,2,2,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Commercial Fit,Budget_Fit,picklist,module,Maybe,Maybe,,3,3,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Commercial Fit,Budget_Fit,picklist,module,Not Fit,Not Fit,,4,4,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Commercial Fit,Budget_Fit,picklist,module,Unknown,Unknown,,5,5,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Location Link,Contact_Location_Relationship,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Location Link,Contact_Location_Relationship,picklist,module,At Target Location,At Target Location,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Location Link,Contact_Location_Relationship,picklist,module,Different Company Site,Different Company Site,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Location Link,Contact_Location_Relationship,picklist,module,Remote / No Fixed Office,Remote / No Fixed Office,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Location Link,Contact_Location_Relationship,picklist,module,Unknown,Unknown,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,Verified Current,Verified Current,,2,2,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,Likely Current,Likely Current,,3,3,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,Unverified,Unverified,,4,4,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,Conflicting,Conflicting,,5,5,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Contact Verification,Contact_Verification_Status,picklist,module,Not Found,Not Found,,6,6,verified_field_metadata,used,unknown_not_exposed,#666666,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,After-Hours,After-Hours,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Overflow,Overflow,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Weekends,Weekends,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Lunch / Breaks,Lunch / Breaks,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Seasonal Peak,Seasonal Peak,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Missed-Call Recovery,Missed-Call Recovery,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Selected Call Types,Selected Call Types,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Coverage Needs,Coverage_Needs,multiselectpicklist,module,Primary Reception Request,Primary Reception Request,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Office Staff / Dispatcher,Office Staff / Dispatcher,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Owner / Technician Cell,Owner / Technician Cell,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Voicemail,Voicemail,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Phone Menu / IVR,Phone Menu / IVR,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Human Answering Service,Human Answering Service,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Existing AI Receptionist,Existing AI Receptionist,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Mixed,Mixed,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Current Call Handling,Current_Call_Handling,picklist,module,Unknown,Unknown,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Unknown,Unknown,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Influencer,Influencer,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Recommender,Recommender,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Joint Decision-Maker,Joint Decision-Maker,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Final Decision-Maker,Final Decision-Maker,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Authorized Signer,Authorized Signer,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Evaluator,Evaluator,,8,8,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Final Decision Maker,Final Decision Maker,,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Gatekeeper,Gatekeeper,,10,10,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision Authority,Decision_Authority,picklist,module,Strong Influencer,Strong Influencer,,11,11,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Owner / Founder,Owner / Founder,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,General Manager,General Manager,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Operations Manager,Operations Manager,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Office Manager,Office Manager,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Dispatch Manager,Dispatch Manager,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Other,Other,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,CEO,CEO,,8,8,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Founder,Founder,,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Owner,Owner,,10,10,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,President,President,,11,11,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Decision-Maker Role,Decision_Maker_Role,picklist,module,Unknown,Unknown,,12,12,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Commercial-Only Plumbing,Commercial-Only Plumbing,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Outside Target Market,Outside Target Market,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Poor Operational Fit,Poor Operational Fit,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,No Scheduling Process,No Scheduling Process,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Integration Not Feasible,Integration Not Feasible,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Compliance or Risk,Compliance or Risk,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Invalid Business,Invalid Business,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Duplicate,Duplicate,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Disqualification Reason,Disqualification_Reason,picklist,module,Other,Other,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Enrich Status,Enrich_Status__s,picklist,module,Available,Available,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Enrich Status,Enrich_Status__s,picklist,module,Enriched,Enriched,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Enrich Status,Enrich_Status__s,picklist,module,Data not found,Data not found,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Entry Offer,Entry_Offer,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Entry Offer,Entry_Offer,picklist,module,Free 7-Day Missed-Call,Free 7-Day Missed-Call,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Entry Offer,Entry_Offer,picklist,module,Paid Pilot,Paid Pilot,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Entry Offer,Entry_Offer,picklist,module,Direct Subscription,Direct Subscription,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,A - Strong Fit,A - Strong Fit,,2,2,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,B - Good Fit,B - Good Fit,,3,3,verified_field_metadata,used,unknown_not_exposed,#67c480,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,C - Possible Fit,C - Possible Fit,,4,4,verified_field_metadata,used,unknown_not_exposed,#f5c72f,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,Not Current Fit,Not Current Fit,,5,5,verified_field_metadata,used,unknown_not_exposed,#eb4d4d,field_metadata,verified_live_read_only
2,2026-08-14,Leads,ICP Fit,ICP_Fit,picklist,module,Unverified,Unverified,,6,6,verified_field_metadata,used,unknown_not_exposed,#acacac,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Agriculture,Agriculture,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Automotive,Automotive,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Commercial-Only Plumbing,Commercial-Only Plumbing,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Construction,Construction,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Consumer Goods,Consumer Goods,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Education,Education,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Energy,Energy,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Entertainment,Entertainment,,9,9,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Financial Services,Financial Services,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Government,Government,,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Healthcare,Healthcare,,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Hospitality,Hospitality,,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Insurance,Insurance,,14,14,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,IT and Software,IT and Software,,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Legal Services,Legal Services,,16,16,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Manufacturing,Manufacturing,,17,17,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Mixed Plumbing,Mixed Plumbing,,18,18,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Non-Profit,Non-Profit,,19,19,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Other Trade,Other Trade,,20,20,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Professional Services,Professional Services,,21,21,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Real Estate,Real Estate,,22,22,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Residential Plumbing,Residential Plumbing,,23,23,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Retail,Retail,,24,24,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Technology,Technology,,25,25,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Telecommunications,Telecommunications,,26,26,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Transportation And Logistics,Transportation And Logistics,,27,27,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Travel And Tourism,Travel and Tourism,,28,28,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Industry,Industry,picklist,module,Unknown,Unknown,,29,29,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,Ready to Connect,Ready to Connect,,2,2,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,Willing - Needs Review,Willing - Needs Review,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,Unknown,Unknown,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,Unwilling,Unwilling,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Integration Readiness,Integration_Readiness,picklist,module,No Structured System,No Structured System,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Advertising,Advertising,,2,2,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Cold Call,Cold Call,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Email Campaign,Email Campaign,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Event,Event,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Facebook,Facebook,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Google Ads,Google Ads,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,In-Person Walk In,Inbound,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Instagram,Instagram,,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,LinkedIn Ads,LinkedIn Ads,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,LinkedIn Outreach,LinkedIn,,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Organic,Organic,,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Referral,Referral,,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Twitter,Twitter,,14,14,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Website,Website,,15,15,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,Word Of Mouth,Word Of Mouth,,16,16,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Last Outreach Channel,Last_Outreach_Channel,picklist,module,YouTube,YouTube,,17,17,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,-None-,-None-,,1,1,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Advertising,Advertising,,2,2,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Cold Call,Cold Call,,3,3,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Email Campaign,Email Campaign,,4,4,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Event,Event,,5,5,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Facebook,Facebook,,6,6,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Google Ads,Google Ads,,7,7,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,In-Person Walk In,Inbound,,8,8,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Instagram,Instagram,,9,9,verified_field_metadata,unused,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,LinkedIn Ads,LinkedIn Ads,,10,10,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,LinkedIn Outreach,LinkedIn,,11,11,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Organic,Organic,,12,12,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
2,2026-08-14,Leads,Lead Source,Lead_Source,picklist,module,Referral,Referral,,13,13,verified_field_metadata,used,unknown_not_exposed,,field_metadata,verified_live_read_only
